PMID,Journal/Book,Publication_Year,DOI,Type,Subtype,Route,Sub-route,Size_Group,Charge_Group,Shape,Coating_Number,Total_Coating_Steps_Group,Targeting_Type,Bioconjugation_nature,PEG_Coat,Therapeutic_Molecule_Type,Dose_Group,IC50,Delivery_Efficiency_Values,Delivery_Efficiency,Distribution Half-life_(h),Tumor_model,Immune status,Cancer_type,Breast cancer subtype,No._Days_dosing_grouped,Tumor_Vol_Reduction_(%),Tumor_Vol_Reduction_Group(%),Off_target_1_accumulation_(%),Off_target_2_accumulation_(%),Off_target_3_accumulation_(%),Off_target_1_accumulation,Off_target_2_accumulation,Off_target_3_accumulation,Therapy_A,Therapy_B,Therapy_C,Combined_Therapy_Grouped,Study strategy,Imaging_A,Imaging_B,Imaging_C,Imaging_D
24125776,Biomaterials,2014,10.1016/j.biomaterials.2013.09.098,Inorganic,Silica,Local,Intratumoral,10~100 nm,Not Reported,Sphere,No coating,None,Passive,None,Non PEGylated,Proteasome inhibitor,0~5 mg/kg,No,Not Reported,No,Not Reported,Xenograft heterotopic,Immunocompromised,Lung,Not Applicable,Multiple-dose,88.5325756,Medium,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Chemotherapy,None,None,Monotherapy,Therapy,None,None,None,None
24127723,ACS Nano,2013,10.1021/nn404676w,Inorganic,Silica,Systemic,IV,100~200 nm,Not Reported,Sphere,Multilayer,High,Active,Covalent,Non PEGylated,Anthracycline,0~5 mg/kg,No,Not Reported,No,Not Reported,Xenograft heterotopic,Immunocompromised,Cervix,Not Applicable,Multiple-dose,60.49180328,Low,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Chemotherapy,None,None,Monotherapy,Therapy,None,None,None,None
24127782,ACS Nano,2013,10.1021/nn403258w,Inorganic,Gold,Systemic,IV,Not Reported,Not Reported,Sphere,Monolayer,Medium,Passive,None,PEGylated,None,Not Reported,No,Not Reported,No,Not Reported,Allograft heterotopic,Immunocompromised,Skin,Not Applicable,Single-dose,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,None,None,None,None,Diagnosis,CT,None,None,None
24150920,Small,2014,10.1002/smll.201302924,Inorganic,Gold,Systemic,IV,10~100 nm,Negative,Other,Monolayer,Medium,Active,Covalent,PEGylated,None,Not Reported,No,7.83,Yes,Not Reported,Xenograft heterotopic,Immunocompromised,Brain,Not Applicable,Multiple-dose,100,Very High,158.2,80.1,61.9,Liver,Lung,Kidney,Photothermal therapy,None,None,Monotherapy,Theragnosis,Photoacoustic,None,None,None
24174328,Sci Transl Med,2013,10.1126/scitranslmed.3006839,Inorganic,Gold,Systemic,IV,10~100 nm,Negative,Sphere,Multilayer,Very High,Passive,Covalent,PEGylated,Nucleic acid,Not Reported,No,Not Reported,No,0.017,Xenograft orthotopic,Immunocompromised,Brain,Not Applicable,Multiple-dose,72.69588,Low,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Gene therapy,None,None,Monotherapy,Theragnosis,MRI,Fluorescence,None,None
24272951,Angew Chem Int Ed Engl,2014,10.1002/anie.201308494,Inorganic,Gold,Systemic,IV,0~10 nm,Not Reported,Sphere,Multilayer,Low,Passive,None,PEGylated,None,Not Reported,No,4.93,Yes,Not Reported,Allograft heterotopic,Immunocompromised,Breast,Nontypical mouse tumor,Single-dose,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,None,None,None,None,Diagnosis,PET,None,None,None
24285365,Small,2014,10.1002/smll.201302042,Inorganic,Iron oxide,Local,Intratumoral,10~100 nm,Not Reported,Sphere,Monolayer,Low,Passive,None,Non PEGylated,None,0~5 mg/kg,No,Not Reported,No,Not Reported,Xenograft heterotopic,Immunocompromised,Pancreas,Not Applicable,Single-dose,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Photothermal therapy,None,None,Monotherapy,Theragnosis,MRI,None,None,None
24308364,ACS Appl Mater Interfaces,2014,10.1021/am404946v,Inorganic,Iron oxide,Systemic,IV,Not Reported,Not Reported,Sphere,Multilayer,Medium,Passive,None,Non PEGylated,Anthracycline,Not Reported,No,Not Reported,No,Not Reported,Xenograft heterotopic,Immunocompromised,Ovary,Not Applicable,Single-dose,73.0427144,Low,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Chemotherapy,None,None,Monotherapy,Therapy,None,None,None,None
24339243,Small,2014,10.1002/smll.201302719,Inorganic,Gold,Systemic,IV,10~100 nm,Negative,Rod,Monolayer,Medium,Active,Covalent,PEGylated,None,Not Reported,No,Not Reported,No,Not Reported,Allograft orthotopic,Immunocompetent,Skin,Not Applicable,Single-dose,99.93632,Very High,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Photodynamic therapy,None,None,Monotherapy,Theragnosis,Fluorescence,None,None,None
24342728,Biomaterials,2014,10.1016/j.biomaterials.2013.11.068,Inorganic,Gold,Systemic,IV,100~200 nm,Neutral,Sphere,Multilayer,High,Active,Covalent,PEGylated,Anthracycline,5~10 mg/kg,No,Not Reported,No,Not Reported,Xenograft heterotopic,Immunocompromised,Colon,Not Applicable,Single-dose,76.21254,Medium,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Photothermal therapy,Chemotherapy,None,Combination therapy,Theragnosis,Fluorescence,None,None,None
24407194,Nanoscale,2014,10.1039/c3nr05269a,Inorganic,Gold,Systemic,IV,0~10 nm,Not Reported,Other,Multilayer,Medium,Active,Covalent,Non PEGylated,None,>50 mg/kg,No,Not Reported,No,Not Reported,Xenograft heterotopic,Immunocompromised,Cervix,Not Applicable,Single-dose,Not Reported,Not Reported,29.9,25.3,24.7,Bladder,Liver,Brain,None,None,None,None,Diagnosis,Fluorescence,None,None,None
24446255,Angew Chem Int Ed Engl,2014,10.1002/anie.201308500,Inorganic,Silica,Systemic,IV,10~100 nm,Negative,Sphere,Multilayer,High,Passive,None,PEGylated,None,Not Reported,No,Not Reported,No,Not Reported,Allograft heterotopic,Immunocompetent,Colon,Not Applicable,Single-dose,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,None,None,None,None,Diagnosis,MRI,None,None,None
24462358,Biomaterials,2014,10.1016/j.biomaterials.2014.01.011,Inorganic,Iron oxide,Systemic,IV,10~100 nm,Negative,Sphere,Multilayer,Medium,Passive,None,Non PEGylated,None,Not Reported,No,Not Reported,No,Not Reported,Xenograft heterotopic,Immunocompromised,Cervix,Not Applicable,Single-dose,Not Reported,Not Reported,2216.404887,482.8534031,458.6823735,Spleen,Lung,Heart,None,None,None,None,Diagnosis,MRI,None,None,None
24495038,J Am Chem Soc,2014,10.1021/ja412001e,Inorganic,Gold,Systemic,IV,10~100 nm,Negative,Other,Multilayer,High,Active,Covalent,PEGylated,None,0~5 mg/kg,No,7.9,Yes,Not Reported,Xenograft heterotopic,Immunocompromised,Brain,Not Applicable,Single-dose,Not Reported,Not Reported,20.6,86.7,66.5,Liver,Spleen,Heart,None,None,None,None,Diagnosis,PET,Photoacoustic,None,None
24500926,Small,2014,10.1002/smll.201302252,Inorganic,Gold,Local,Intratumoral,>200 nm,Not Reported,Sphere,Multilayer,Medium,Passive,None,PEGylated,None,>50 mg/kg,No,Not Reported,No,Not Reported,Xenograft heterotopic,Immunocompromised,Brain,Not Applicable,Single-dose,96.7149,High,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Photothermal therapy,None,None,Monotherapy,Theragnosis,Ultrasound,CT,None,None
24532221,Adv Mater,2014,10.1002/adma.201304544,Inorganic,Iron oxide,Systemic,IV,10~100 nm,Not Reported,Sphere,Multilayer,Low,Active,Covalent,Non PEGylated,None,Not Reported,No,Not Reported,No,Not Reported,Xenograft heterotopic,Immunocompromised,Breast,Triple-negative,Single-dose,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Liver,Kidney,Not Reported,None,None,None,None,Diagnosis,MRI,Fluorescence,None,None
24547810,ACS Nano,2014,10.1021/nn405663h,Inorganic,Gold,Systemic,IV,10~100 nm,Negative,Sphere,Monolayer,Low,Passive,None,PEGylated,None,Not Reported,No,Not Reported,No,Not Reported,Xenograft heterotopic,Immunocompromised,Brain,Not Applicable,Single-dose,Not Reported,Not Reported,130.5,97.1,77,Intestine,Brain,Lung,Photothermal therapy,None,None,Monotherapy,Therapy,None,None,None,None
24556065,ACS Appl Mater Interfaces,2014,10.1021/am405378x,Inorganic,Gold,Not Reported,Not Reported,>200 nm,Negative,Other,Monolayer,Medium,Passive,None,Non PEGylated,None,Not Reported,Yes,Not Reported,No,Not Reported,Xenograft heterotopic,Immunocompromised,Colon,Not Applicable,Single-dose,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Other,None,None,Monotherapy,Therapy,None,None,None,None
24616338,Small,2014,10.1002/smll.201302765,Inorganic,Gold,Systemic,IV,10~100 nm,Positive,Sphere,Multilayer,High,Passive,None,PEGylated,None,Not Reported,No,Not Reported,No,Not Reported,Xenograft heterotopic,Immunocompromised,Brain,Not Applicable,Single-dose,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,None,None,None,None,Diagnosis,Fluorescence,None,None,None
24659273,Small,2014,10.1002/smll.201470036,Inorganic,Gold,Systemic,IV,Not Reported,Not Reported,Sphere,Monolayer,Low,Passive,None,Non PEGylated,None,Not Reported,No,Not Reported,No,Not Reported,Allograft orthotopic,Immunocompetent,Brain,Not Applicable,Single-dose,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Radiotherapy,None,None,Monotherapy,Theragnosis,MRI,None,None,None
24660754,ACS Appl Mater Interfaces,2014,10.1021/am500715f,Inorganic,Gold,Local,Intratumoral,10~100 nm,Not Reported,Other,Monolayer,Low,Passive,None,Non PEGylated,None,0~5 mg/kg,No,Not Reported,No,Not Reported,Allograft heterotopic,Immunocompetent,Liver,Not Applicable,Single-dose,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Photothermal therapy,None,None,Monotherapy,Therapy,None,None,None,None
24673744,ACS Appl Mater Interfaces,2014,10.1021/am5001823,Inorganic,Gold,Systemic,IV,10~100 nm,Neutral,Rod,Monolayer,Medium,Passive,None,PEGylated,None,Not Reported,No,13.9,Yes,Not Reported,Xenograft heterotopic,Immunocompromised,Other,Not Applicable,Single-dose,100,Very High,287.3,107.6,32.9,Spleen,Liver,Heart,Photothermal therapy,None,None,Monotherapy,Therapy,None,None,None,None
24698945,J Control Release,2014,10.1016/j.jconrel.2014.03.043,Inorganic,Iron oxide,Systemic,IV,100~200 nm,Neutral,Sphere,Multilayer,Medium,Active,Covalent,PEGylated,None,Not Reported,No,Not Reported,No,Not Reported,Xenograft heterotopic,Immunocompromised,Breast,Triple-negative,Single-dose,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,None,None,None,None,Diagnosis,MRI,Other,None,None
24703718,Biomaterials,2014,10.1016/j.biomaterials.2014.03.030,Inorganic,Silica,Systemic,IV,>200 nm,Positive,Sphere,Multilayer,High,Active,Covalent,Non PEGylated,None,10~50 mg/kg,No,Not Reported,No,Not Reported,Xenograft heterotopic,Immunocompromised,Prostate,Not Applicable,Single-dose,Not Reported,Not Reported,10.8,7.7,5.4,Liver,Lung,Kidney,None,None,None,None,Diagnosis,Ultrasound,MRI,None,None
24704711,J Control Release,2014,10.1016/j.jconrel.2014.03.045,Inorganic,Gold,Systemic,IV,100~200 nm,Negative,Sphere,Multilayer,Medium,Active,Covalent,PEGylated,None,Not Reported,No,Not Reported,No,Not Reported,Xenograft heterotopic,Immunocompromised,Colon,Not Applicable,Single-dose,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Other,None,None,Monotherapy,Theragnosis,Other,None,None,None
24712914,ACS Appl Mater Interfaces,2014,10.1021/am500761x,Inorganic,Gold,Systemic,IV,>200 nm,Neutral,Sphere,Monolayer,Medium,Active,Covalent,PEGylated,None,Not Reported,No,Not Reported,No,Not Reported,Xenograft heterotopic,Immunocompromised,Liver,Not Applicable,Single-dose,Not Reported,Not Reported,1687.1,896.6,513.8,Liver,Spleen,Lung,None,None,None,None,Diagnosis,CT,None,None,None
24727059,J Control Release,2014,10.1016/j.jconrel.2014.04.008,Inorganic,Iron oxide,Local,Intratumoral,>200 nm,Not Reported,Sphere,No coating,None,Passive,None,Non PEGylated,Kinase inhibitor,Not Reported,Yes,Not Reported,No,Not Reported,Allograft orthotopic,Immunocompetent,Liver,Not Applicable,Single-dose,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Chemotherapy,None,None,Monotherapy,Theragnosis,MRI,None,None,None
24731706,Biomaterials,2014,10.1016/j.biomaterials.2014.03.065,Inorganic,Gold,Systemic,IV,10~100 nm,Not Reported,Sphere,Monolayer,Low,Passive,None,Non PEGylated,None,Not Reported,No,Not Reported,No,Not Reported,Allograft orthotopic,Immunocompetent,Skin,Not Applicable,Single-dose,99.65543,Very High,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Photodynamic therapy,Photothermal therapy,None,Combination therapy,Theragnosis,Fluorescence,None,None,None
24746227,Biomaterials,2014,10.1016/j.biomaterials.2014.03.071,Inorganic,Iron oxide,Systemic,IV,100~200 nm,Negative,Sphere,Multilayer,High,Active,Covalent,PEGylated,None,5~10 mg/kg,No,Not Reported,No,Not Reported,Allograft heterotopic,Immunocompetent,Other,Not Applicable,Multiple-dose,81.50289017,Medium,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Radiofrequency,Photodynamic therapy,None,Combination therapy,Theragnosis,MRI,None,None,None
24749476,ACS Appl Mater Interfaces,2014,10.1021/am500818m,Inorganic,Iron oxide,Systemic,IV,10~100 nm,Not Reported,Other,Multilayer,Medium,Passive,None,Non PEGylated,Anthracycline,Not Reported,No,Not Reported,No,Not Reported,Xenograft heterotopic,Immunocompromised,Cervix,Not Applicable,Single-dose,100,Very High,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Chemotherapy,None,None,Monotherapy,Theragnosis,MRI,None,None,None
24754567,ACS Nano,2014,10.1021/nn406632u,Inorganic,Gold,Systemic,IV,10~100 nm,Negative,Sphere,Monolayer,High,Active,Covalent,PEGylated,None,Not Reported,No,3.34,Yes,Not Reported,Xenograft orthotopic,Immunocompromised,Other,Not Applicable,Single-dose,Not Reported,Not Reported,1167.7,501.8,35.3,Spleen,Liver,Kidney,None,None,None,None,Diagnosis,Other,CT,None,None
24754735,ACS Nano,2014,10.1021/nn4062726,Inorganic,Iron oxide,Systemic,IV,>200 nm,Not Reported,Sphere,Multilayer,Medium,Passive,None,Non PEGylated,None,Not Reported,No,Not Reported,No,Not Reported,Xenograft orthotopic,Immunocompromised,Brain,Not Applicable,Single-dose,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,None,None,None,None,Diagnosis,MRI,None,None,None
24766522,ACS Nano,2014,10.1021/nn406258m,Inorganic,Gold,Systemic,IV,10~100 nm,Not Reported,Sphere,Monolayer,Medium,Passive,None,PEGylated,None,0~5 mg/kg,No,23.2,Yes,Not Reported,Allograft heterotopic,Immunocompetent,Breast,Nontypical mouse tumor,Single-dose,Not Reported,Not Reported,166,21.9,10.5,Liver,Spleen,Heart,None,None,None,None,Diagnosis,Luminescence,Photoacoustic,PET,None
24838472,Adv Mater,2014,10.1002/adma.201400158,Inorganic,Iron oxide,Systemic,IV,Not Reported,Not Reported,Sphere,Multilayer,Very High,Passive,None,PEGylated,Anthracycline,Not Reported,Yes,Not Reported,No,2,Allograft heterotopic,Immunocompetent,Breast,Metastatic,Single-dose,70.25450349,Low,34.50570486,16.26325467,9.770042566,Liver,Spleen,Kidney,Chemotherapy,None,None,Monotherapy,Theragnosis,MRI,None,None,None
24881997,Biomaterials,2014,10.1016/j.biomaterials.2014.04.063,Inorganic,Iron oxide,Systemic,IV,100~200 nm,Not Reported,Sphere,Monolayer,Low,Passive,None,PEGylated,None,Not Reported,No,Not Reported,No,Not Reported,Xenograft heterotopic,Immunocompromised,Cervix,Not Applicable,Single-dose,99.81520591,Very High,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Photothermal therapy,None,None,Monotherapy,Theragnosis,MRI,None,None,None
24890678,Adv Mater,2014,10.1002/adma.201401550,Inorganic,Silica,Local,Other,Not Reported,Not Reported,Sphere,No coating,None,Passive,None,Non PEGylated,Photosensitizer,Not Reported,No,Not Reported,No,Not Reported,Xenograft heterotopic,Immunocompromised,Breast,Luminal A,Single-dose,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Photodynamic therapy,None,None,Monotherapy,Therapy,None,None,None,None
24927683,Biomaterials,2014,10.1016/j.biomaterials.2014.05.046,Inorganic,Gold,Systemic,IV,0~10 nm,Not Reported,Sphere,Multilayer,High,Active,Covalent,PEGylated,None,Not Reported,Yes,Not Reported,No,Not Reported,Xenograft heterotopic,Immunocompromised,Brain,Not Applicable,Multiple-dose,53.5473,Low,1804.8,385.7,47.6,Spleen,Liver,Lung,Other,None,None,Monotherapy,Theragnosis,CT,None,None,None
24930850,Biomaterials,2014,10.1016/j.biomaterials.2014.05.058,Inorganic,Silica,Systemic,IV,100~200 nm,Not Reported,Sphere,Monolayer,Very High,Passive,None,Non PEGylated,Anthracycline,0~5 mg/kg,No,Not Reported,No,Not Reported,Xenograft heterotopic,Immunocompromised,Liver,Not Applicable,Multiple-dose,69.13580247,Low,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Chemotherapy,None,None,Monotherapy,Therapy,None,None,None,None
24947231,Biomaterials,2014,10.1016/j.biomaterials.2014.05.091,Inorganic,Iron oxide,Systemic,IV,10~100 nm,Negative,Sphere,Multilayer,Medium,Active,Covalent,PEGylated,None,Not Reported,Yes,14.93,Yes,Not Reported,Allograft heterotopic,Immunocompetent,Breast,Metastatic,Single-dose,Not Reported,Not Reported,102.1433356,36.7716008,34.02545211,Spleen,Kidney,Lung,None,None,None,None,Diagnosis,None,None,None,None
24953128,Nanoscale,2014,10.1039/c4nr01927j,Inorganic,Gold,Systemic,IV,100~200 nm,Negative,Sphere,Monolayer,Medium,Passive,None,Non PEGylated,None,Not Reported,No,Not Reported,No,Not Reported,Xenograft heterotopic,Immunocompromised,Lung,Not Applicable,Single-dose,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Photothermal therapy,None,None,Monotherapy,Theragnosis,Fluorescence,None,None,None
24976309,Small,2014,10.1002/smll.201401025,Inorganic,Iron oxide,Systemic,IV,10~100 nm,Negative,Sphere,Monolayer,High,Passive,None,PEGylated,None,5~10 mg/kg,No,Not Reported,No,Not Reported,Allograft heterotopic,Immunocompetent,Breast,Metastatic,Single-dose,99.7752809,Very High,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Photothermal therapy,None,None,Monotherapy,Theragnosis,MRI,None,None,None
25034575,J Control Release,2014,10.1016/j.jconrel.2014.06.037,Inorganic,Silica,Systemic,IV,100~200 nm,Not Reported,Sphere,Monolayer,High,Active,Covalent,Non PEGylated,Anthracycline-Nucleic acid,0~5 mg/kg,No,Not Reported,No,Not Reported,Xenograft heterotopic,Immunocompromised,Liver,Not Applicable,Multiple-dose,90.52880821,High,Not Reported,Not Reported,Not Reported,Lung,Liver,Spleen,Chemotherapy,None,None,Monotherapy,Therapy,None,None,None,None
25038495,Nanomedicine,2015,10.1016/j.nano.2014.07.004,Inorganic,Silica,Systemic,IV,100~200 nm,Neutral,Sphere,Monolayer,High,Passive,None,PEGylated,Alkylating agent,0~5 mg/kg,No,Not Reported,No,Not Reported,Xenograft heterotopic,Immunocompromised,Lung,Not Applicable,Single-dose,70.49180328,Low,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Chemotherapy,Other,None,Combination therapy,Therapy,None,None,None,None
25044204,Adv Mater,2014,10.1002/adma.201401499,Inorganic,Gold,Systemic,IV,10~100 nm,Not Reported,Sphere,Multilayer,Low,Active,Covalent,Non PEGylated,None,Not Reported,No,Not Reported,No,Not Reported,Xenograft heterotopic,Immunocompromised,Breast,Triple-negative,Single-dose,87.66785,Medium,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Photothermal therapy,None,None,Monotherapy,Theragnosis,CT,None,None,None
25108151,J Control Release,2014,10.1016/j.jconrel.2014.07.054,Inorganic,Gold,Systemic,IV,10~100 nm,Not Reported,Other,Multilayer,High,Active,Covalent,PEGylated,Anthracycline,Not Reported,Yes,4.06,Yes,1,Xenograft heterotopic,Immunocompromised,Brain,Not Applicable,Multiple-dose,95.85082,High,90.9,66.7,64.5,Liver,Kidney,Lung,Photothermal therapy,Chemotherapy,None,Combination therapy,Therapy,None,None,None,None
25167961,Adv Mater,2014,10.1002/adma.201402509,Inorganic,Iron oxide,Local,Intratumoral,Not Reported,Not Reported,Other,Multilayer,Low,Passive,None,Non PEGylated,None,Not Reported,No,Not Reported,No,Not Reported,Xenograft heterotopic,Immunocompromised,Breast,Luminal A,Single-dose,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Magnetic hyperthermia,None,None,Monotherapy,Theragnosis,Ultrasound,CT,None,None
